,0
3622,DB07459
3623,DB07460
3624,DB07461
3625,DB07462
3626,DB07465
3627,DB07467
3628,DB07468
3629,DB07469
3630,DB07470
3631,DB07471
3632,DB07474
3633,DB07476
3634,DB07477
3635,DB07479
3636,DB07480
3637,DB07482
3638,DB07484
3639,DB07485
3640,DB07486
3641,DB07488
3642,DB07489
3643,DB07491
3644,DB07493
3645,DB07494
3646,DB07495
3647,DB07497
3648,DB07498
3649,DB07500
3650,DB07501
3651,DB07502
3652,DB07503
3653,DB07504
3654,DB07506
3655,DB07508
3656,DB07509
3657,DB07512
3658,DB07513
3659,DB07514
3660,DB07515
3661,DB07519
3662,DB07520
3663,DB07521
3664,DB07522
3665,DB07524
3666,DB07525
3667,DB07527
3668,DB07528
3669,DB07529
3670,DB07530
3671,DB07531
3672,DB07533
3673,DB07534
3674,DB07535
3675,DB07537
3676,DB07538
3677,DB07539
3678,DB07540
3679,DB07542
3680,DB07543
3681,DB07544
3682,DB07545
3683,DB07546
3684,DB07548
3685,DB07549
3686,DB07550
3687,DB07555
3688,DB07556
3689,DB07557
3690,DB07558
3691,DB07559
3692,DB07561
3693,DB07562
3694,DB07563
3695,DB07567
3696,DB07573
3697,DB07574
3698,DB07577
3699,DB07579
3700,DB07580
3701,DB07583
3702,DB07584
3703,DB07585
3704,DB07586
3705,DB07587
3706,DB07589
3707,DB07592
3708,DB07593
3709,DB07594
3710,DB07595
3711,DB07596
3712,DB07597
3713,DB07598
3714,DB07601
3715,DB07602
3716,DB07604
3717,DB07605
3718,DB07606
3719,DB07607
3720,DB07608
3721,DB07609
3722,DB07612
3723,DB07613
3724,DB07614
3725,DB07615
3726,DB07616
3727,DB07617
3728,DB07618
3729,DB07619
3730,DB07621
3731,DB07622
3732,DB07623
3733,DB07624
3734,DB07625
3735,DB07626
3736,DB07627
3737,DB07628
3738,DB07629
3739,DB07630
3740,DB07632
3741,DB07633
3742,DB07636
3743,DB07637
3744,DB07638
3745,DB07639
3746,DB07641
3747,DB07642
3748,DB07643
3749,DB07644
3750,DB07645
3751,DB07646
3752,DB07647
3753,DB07648
3754,DB07651
3755,DB07652
3756,DB07653
3757,DB07654
3758,DB07655
3759,DB07657
3760,DB07658
3761,DB07659
3762,DB07660
3763,DB07662
3764,DB07664
3765,DB07665
3766,DB07666
3767,DB07668
3768,DB07670
3769,DB07672
3770,DB07675
3771,DB07676
3772,DB07677
3773,DB07678
3774,DB07680
3775,DB07681
3776,DB07683
3777,DB07684
3778,DB07685
3779,DB07686
3780,DB07687
3781,DB07688
3782,DB07689
3783,DB07691
3784,DB07692
3785,DB07696
3786,DB07697
3787,DB07698
3788,DB07700
3789,DB07701
3790,DB07702
3791,DB07705
3792,DB07707
3793,DB07708
3794,DB07710
3795,DB07711
3796,DB07712
3797,DB07713
3798,DB07714
3799,DB07715
3800,DB07716
3801,DB07717
3802,DB07718
3803,DB07719
3804,DB07720
3805,DB07723
3806,DB07724
3807,DB07728
3808,DB07730
3809,DB07731
3810,DB07733
3811,DB07734
3812,DB07735
3813,DB07736
3814,DB07737
3815,DB07738
3816,DB07739
3817,DB07740
3818,DB07741
3819,DB07742
3820,DB07744
3821,DB07746
3822,DB07747
3823,DB07749
3824,DB07750
3825,DB07751
3826,DB07754
3827,DB07755
3828,DB07756
3829,DB07757
3830,DB07760
3831,DB07761
3832,DB07763
3833,DB07764
3834,DB07765
3835,DB07766
3836,DB07768
3837,DB07769
3838,DB07771
3839,DB07772
3840,DB07776
3841,DB07778
3842,DB07779
3843,DB07780
3844,DB07783
3845,DB07784
3846,DB07785
3847,DB07786
3848,DB07787
3849,DB07788
3850,DB07789
3851,DB07790
3852,DB07791
3853,DB07792
3854,DB07793
3855,DB07794
3856,DB07795
3857,DB07796
3858,DB07798
3859,DB07800
3860,DB07801
3861,DB07802
3862,DB07804
3863,DB07807
3864,DB07809
3865,DB07811
3866,DB07812
3867,DB07814
3868,DB07815
3869,DB07816
3870,DB07821
3871,DB07827
3872,DB07829
3873,DB07830
3874,DB07831
3875,DB07832
3876,DB07833
3877,DB07834
3878,DB07835
3879,DB07836
3880,DB07837
3881,DB07838
3882,DB07839
3883,DB07840
3884,DB07841
3885,DB07842
3886,DB07843
3887,DB07844
3888,DB07845
3889,DB07846
3890,DB07847
3891,DB07848
3892,DB07849
3893,DB07851
3894,DB07852
3895,DB07853
3896,DB07854
3897,DB07855
3898,DB07856
3899,DB07857
3900,DB07858
3901,DB07859
3902,DB07860
3903,DB07862
3904,DB07863
3905,DB07866
3906,DB07870
3907,DB07872
3908,DB07873
3909,DB07874
3910,DB07875
3911,DB07876
3912,DB07877
3913,DB07878
3914,DB07879
3915,DB07881
3916,DB07882
3917,DB07883
3918,DB07887
3919,DB07888
3920,DB07889
3921,DB07893
3922,DB07895
3923,DB07897
3924,DB07899
3925,DB07900
3926,DB07901
3927,DB07902
3928,DB07903
3929,DB07905
3930,DB07906
3931,DB07907
3932,DB07908
3933,DB07909
3934,DB07912
3935,DB07913
3936,DB07916
3937,DB07917
3938,DB07919
3939,DB07920
3940,DB07921
3941,DB07922
3942,DB07926
3943,DB07929
3944,DB07930
3945,DB07931
3946,DB07932
3947,DB07933
3948,DB07934
3949,DB07936
3950,DB07940
3951,DB07941
3952,DB07942
3953,DB07943
3954,DB07944
3955,DB07946
3956,DB07947
3957,DB07949
3958,DB07950
3959,DB07954
3960,DB07955
3961,DB07956
3962,DB07957
3963,DB07958
3964,DB07959
3965,DB07960
3966,DB07964
3967,DB07965
3968,DB07966
3969,DB07967
3970,DB07968
3971,DB07969
3972,DB07970
3973,DB07973
3974,DB07974
3975,DB07975
3976,DB07976
3977,DB07977
3978,DB07978
3979,DB07979
3980,DB07981
3981,DB07982
3982,DB07983
3983,DB07984
3984,DB07985
3985,DB07986
3986,DB07987
3987,DB07988
3988,DB07991
3989,DB07993
3990,DB07994
3991,DB07995
3992,DB07996
3993,DB07997
3994,DB07999
3995,DB08000
3996,DB08001
3997,DB08003
3998,DB08004
3999,DB08005
4000,DB08006
4001,DB08007
4002,DB08008
4003,DB08009
4004,DB08010
4005,DB08011
4006,DB08015
4007,DB08018
4008,DB08019
4009,DB08020
4010,DB08021
4011,DB08022
4012,DB08023
4013,DB08024
4014,DB08025
4015,DB08026
4016,DB08028
4017,DB08029
4018,DB08030
4019,DB08032
4020,DB08033
4021,DB08035
4022,DB08037
4023,DB08038
4024,DB08039
4025,DB08040
4026,DB08042
4027,DB08043
4028,DB08044
4029,DB08045
4030,DB08046
4031,DB08047
4032,DB08048
4033,DB08049
4034,DB08051
4035,DB08052
4036,DB08053
4037,DB08054
4038,DB08055
4039,DB08056
4040,DB08057
4041,DB08058
4042,DB08059
4043,DB08060
4044,DB08061
4045,DB08062
4046,DB08063
4047,DB08064
4048,DB08065
4049,DB08066
4050,DB08067
4051,DB08068
4052,DB08070
4053,DB08072
4054,DB08073
4055,DB08077
4056,DB08078
4057,DB08079
4058,DB08080
4059,DB08082
4060,DB08083
4061,DB08084
4062,DB08085
4063,DB08087
4064,DB08088
4065,DB08089
4066,DB08091
4067,DB08092
4068,DB08093
4069,DB08094
4070,DB08095
4071,DB08096
4072,DB08097
4073,DB08098
4074,DB08099
4075,DB08111
4076,DB08113
4077,DB08114
4078,DB08118
4079,DB08119
4080,DB08121
4081,DB08122
4082,DB08123
4083,DB08124
4084,DB08125
4085,DB08126
4086,DB08128
4087,DB08129
4088,DB08130
4089,DB08132
4090,DB08133
4091,DB08134
4092,DB08135
4093,DB08136
4094,DB08137
4095,DB08138
4096,DB08139
4097,DB08140
4098,DB08141
4099,DB08142
4100,DB08143
4101,DB08147
4102,DB08148
4103,DB08149
4104,DB08150
4105,DB08151
4106,DB08152
4107,DB08153
4108,DB08155
4109,DB08156
4110,DB08157
4111,DB08159
4112,DB08162
4113,DB08163
4114,DB08164
4115,DB08165
4116,DB08166
4117,DB08167
4118,DB08168
4119,DB08169
4120,DB08170
4121,DB08172
4122,DB08173
4123,DB08174
4124,DB08175
4125,DB08176
4126,DB08178
4127,DB08179
4128,DB08180
4129,DB08182
4130,DB08184
4131,DB08186
4132,DB08187
4133,DB08190
4134,DB08191
4135,DB08192
4136,DB08194
4137,DB08195
4138,DB08197
4139,DB08198
4140,DB08200
4141,DB08201
4142,DB08202
4143,DB08203
4144,DB08208
4145,DB08210
4146,DB08213
4147,DB08214
4148,DB08217
4149,DB08218
4150,DB08219
4151,DB08220
4152,DB08221
4153,DB08222
4154,DB08224
4155,DB08228
4156,DB08229
4157,DB08230
4158,DB08231
4159,DB08232
4160,DB08233
4161,DB08234
4162,DB08235
4163,DB08236
4164,DB08237
4165,DB08238
4166,DB08239
4167,DB08240
4168,DB08241
4169,DB08242
4170,DB08244
4171,DB08246
4172,DB08247
4173,DB08248
4174,DB08249
4175,DB08250
4176,DB08251
4177,DB08254
4178,DB08256
4179,DB08257
4180,DB08258
4181,DB08259
4182,DB08262
4183,DB08263
4184,DB08270
4185,DB08271
4186,DB08273
4187,DB08277
4188,DB08280
4189,DB08283
4190,DB08285
4191,DB08287
4192,DB08289
4193,DB08291
4194,DB08292
4195,DB08293
4196,DB08294
4197,DB08295
4198,DB08296
4199,DB08299
4200,DB08300
4201,DB08301
4202,DB08302
4203,DB08303
4204,DB08304
4205,DB08305
4206,DB08309
4207,DB08312
4208,DB08313
4209,DB08320
4210,DB08321
4211,DB08322
4212,DB08323
4213,DB08325
4214,DB08326
4215,DB08329
4216,DB08330
4217,DB08332
4218,DB08333
4219,DB08334
4220,DB08335
4221,DB08338
4222,DB08339
4223,DB08340
4224,DB08341
4225,DB08342
4226,DB08345
4227,DB08346
4228,DB08347
4229,DB08348
4230,DB08349
4231,DB08350
4232,DB08351
4233,DB08352
4234,DB08353
4235,DB08354
4236,DB08355
4237,DB08356
4238,DB08357
4239,DB08358
4240,DB08360
4241,DB08361
4242,DB08362
4243,DB08363
4244,DB08365
4245,DB08368
4246,DB08369
4247,DB08370
4248,DB08371
4249,DB08373
4250,DB08374
4251,DB08377
4252,DB08378
4253,DB08382
4254,DB08383
4255,DB08384
4256,DB08385
4257,DB08386
4258,DB08387
4259,DB08388
4260,DB08389
4261,DB08391
4262,DB08392
4263,DB08393
4264,DB08394
4265,DB08395
4266,DB08396
4267,DB08397
4268,DB08398
4269,DB08399
4270,DB08400
4271,DB08402
4272,DB08403
4273,DB08406
4274,DB08409
4275,DB08410
4276,DB08411
4277,DB08412
4278,DB08413
4279,DB08416
4280,DB08418
4281,DB08420
4282,DB08422
4283,DB08423
4284,DB08424
4285,DB08426
4286,DB08429
4287,DB08430
4288,DB08435
4289,DB08436
4290,DB08437
4291,DB08439
4292,DB08441
4293,DB08442
4294,DB08443
4295,DB08445
4296,DB08447
4297,DB08448
4298,DB08449
4299,DB08450
4300,DB08453
4301,DB08454
4302,DB08461
4303,DB08462
4304,DB08463
4305,DB08464
4306,DB08465
4307,DB08466
4308,DB08473
4309,DB08476
4310,DB08478
4311,DB08479
4312,DB08480
4313,DB08482
4314,DB08484
4315,DB08486
4316,DB08487
4317,DB08488
4318,DB08489
4319,DB08490
4320,DB08491
4321,DB08492
4322,DB08493
4323,DB08495
4324,DB08497
4325,DB08498
4326,DB08499
4327,DB08500
4328,DB08503
4329,DB08504
4330,DB08507
4331,DB08510
4332,DB08513
4333,DB08515
4334,DB08516
4335,DB08519
4336,DB08520
4337,DB08521
4338,DB08522
4339,DB08526
4340,DB08527
4341,DB08529
4342,DB08530
4343,DB08531
4344,DB08532
4345,DB08533
4346,DB08534
4347,DB08535
4348,DB08536
4349,DB08537
4350,DB08538
4351,DB08539
4352,DB08545
4353,DB08546
4354,DB08547
4355,DB08549
4356,DB08550
4357,DB08553
4358,DB08555
4359,DB08557
4360,DB08558
4361,DB08560
4362,DB08561
4363,DB08562
4364,DB08564
4365,DB08565
4366,DB08566
4367,DB08568
4368,DB08569
4369,DB08572
4370,DB08574
4371,DB08575
4372,DB08577
4373,DB08583
4374,DB08584
4375,DB08588
4376,DB08590
4377,DB08591
4378,DB08593
4379,DB08594
4380,DB08595
4381,DB08596
4382,DB08597
4383,DB08599
4384,DB08601
4385,DB08602
4386,DB08604
4387,DB08605
4388,DB08607
4389,DB08608
4390,DB08609
4391,DB08610
4392,DB08611
4393,DB08612
4394,DB08613
4395,DB08614
4396,DB08615
4397,DB08617
4398,DB08618
4399,DB08620
4400,DB08624
4401,DB08626
4402,DB08629
4403,DB08631
4404,DB08632
4405,DB08633
4406,DB08635
4407,DB08640
4408,DB08641
4409,DB08642
4410,DB08643
4411,DB08645
4412,DB08647
4413,DB08651
4414,DB08654
4415,DB08655
4416,DB08658
4417,DB08659
4418,DB08660
4419,DB08661
4420,DB08672
4421,DB08673
4422,DB08674
4423,DB08675
4424,DB08676
4425,DB08677
4426,DB08678
4427,DB08683
4428,DB08687
4429,DB08688
4430,DB08689
4431,DB08690
4432,DB08691
4433,DB08692
4434,DB08693
4435,DB08694
4436,DB08695
4437,DB08697
4438,DB08699
4439,DB08703
4440,DB08705
4441,DB08707
4442,DB08708
4443,DB08709
4444,DB08729
4445,DB08730
4446,DB08733
4447,DB08734
4448,DB08737
4449,DB08738
4450,DB08739
4451,DB08740
4452,DB08742
4453,DB08743
4454,DB08744
4455,DB08745
4456,DB08746
4457,DB08749
4458,DB08750
4459,DB08751
4460,DB08752
4461,DB08755
4462,DB08756
4463,DB08760
4464,DB08762
4465,DB08763
4466,DB08765
4467,DB08766
4468,DB08768
4469,DB08770
4470,DB08771
4471,DB08772
4472,DB08773
4473,DB08774
4474,DB08775
4475,DB08776
4476,DB08777
4477,DB08778
4478,DB08779
4479,DB08780
4480,DB08781
4481,DB08782
4482,DB08783
4483,DB08784
4484,DB08786
4485,DB08787
4486,DB08788
4487,DB08789
4488,DB08790
4489,DB08791
4490,DB08799
4491,DB08800
4492,DB08801
4493,DB08802
4494,DB08804
4495,DB08805
4496,DB08806
4497,DB08807
4498,DB08808
4499,DB08809
4500,DB08810
4501,DB08811
4502,DB08814
4503,DB08815
4504,DB08816
4505,DB08818
4506,DB08819
4507,DB08820
4508,DB08822
4509,DB08827
4510,DB08828
4511,DB08835
4512,DB08836
4513,DB08837
4514,DB08838
4515,DB08839
4516,DB08844
4517,DB08846
4518,DB08848
4519,DB08855
4520,DB08860
4521,DB08864
4522,DB08865
4523,DB08867
4524,DB08868
4525,DB08869
4526,DB08871
4527,DB08872
4528,DB08875
4529,DB08877
4530,DB08880
4531,DB08881
4532,DB08882
4533,DB08883
4534,DB08889
4535,DB08890
4536,DB08891
4537,DB08892
4538,DB08893
4539,DB08895
4540,DB08896
4541,DB08897
4542,DB08899
4543,DB08901
4544,DB08906
4545,DB08907
4546,DB08908
4547,DB08910
4548,DB08911
4549,DB08912
4550,DB08915
4551,DB08916
4552,DB08918
4553,DB08922
4554,DB08927
4555,DB08931
4556,DB08932
4557,DB08936
4558,DB08949
4559,DB08950
4560,DB08954
4561,DB08960
4562,DB08964
4563,DB08995
4564,DB08996
4565,DB09006
4566,DB09013
4567,DB09014
4568,DB09016
4569,DB09018
4570,DB09026
4571,DB09028
4572,DB09030
4573,DB09031
4574,DB09034
4575,DB09038
4576,DB09039
4577,DB09047
4578,DB09048
4579,DB09049
4580,DB09053
4581,DB09054
4582,DB09059
4583,DB09061
4584,DB09063
4585,DB09064
4586,DB09068
4587,DB09069
4588,DB09070
4589,DB09071
4590,DB09073
4591,DB09074
4592,DB09075
4593,DB09076
4594,DB09078
4595,DB09079
4596,DB09080
4597,DB09082
4598,DB09083
4599,DB09085
4600,DB09086
4601,DB09088
4602,DB09089
4603,DB09090
4604,DB09091
4605,DB09092
4606,DB09095
4607,DB09097
4608,DB09099
4609,DB09112
4610,DB09116
4611,DB09118
4612,DB09119
4613,DB09120
4614,DB09121
4615,DB09123
4616,DB09124
4617,DB09128
4618,DB09129
4619,DB09130
4620,DB09131
4621,DB09140
4622,DB09143
4623,DB09146
4624,DB09147
4625,DB09148
4626,DB09149
4627,DB09151
4628,DB09166
4629,DB09167
4630,DB09173
4631,DB09185
4632,DB09186
4633,DB09194
4634,DB09195
4635,DB09198
4636,DB09201
4637,DB09202
4638,DB09203
4639,DB09204
4640,DB09205
4641,DB09207
4642,DB09209
4643,DB09211
4644,DB09212
4645,DB09213
4646,DB09214
4647,DB09215
4648,DB09216
4649,DB09217
4650,DB09220
4651,DB09221
4652,DB09223
4653,DB09224
4654,DB09225
4655,DB09227
4656,DB09229
4657,DB09230
4658,DB09231
4659,DB09232
4660,DB09235
4661,DB09236
4662,DB09237
4663,DB09238
4664,DB09239
4665,DB09241
4666,DB09242
4667,DB09244
4668,DB09245
4669,DB09256
4670,DB09257
4671,DB09262
4672,DB09265
4673,DB09270
4674,DB09272
4675,DB09273
4676,DB09279
4677,DB09280
4678,DB09282
4679,DB09283
4680,DB09285
4681,DB09286
4682,DB09288
4683,DB09289
4684,DB09290
4685,DB09291
4686,DB09292
4687,DB09295
4688,DB09300
4689,DB09304
4690,DB09327
4691,DB09330
4692,DB09332
4693,DB09338
4694,DB09342
4695,DB09343
4696,DB09345
4697,DB09351
4698,DB09371
4699,DB09389
4700,DB09401
4701,DB09409
4702,DB09418
4703,DB09421
4704,DB09460
4705,DB09462
4706,DB09472
4707,DB09477
4708,DB09481
4709,DB09488
4710,DB09517
4711,DB09526
4712,DB09536
4713,DB09552
4714,DB09555
4715,DB11071
4716,DB11079
4717,DB11081
4718,DB11085
4719,DB11090
4720,DB11093
4721,DB11132
4722,DB11136
4723,DB11148
4724,DB11156
4725,DB11157
4726,DB11181
4727,DB11186
4728,DB11201
4729,DB11217
4730,DB11219
4731,DB11221
4732,DB11235
4733,DB11254
4734,DB11273
4735,DB11274
4736,DB11275
4737,DB11278
4738,DB11323
4739,DB11324
4740,DB11327
4741,DB11328
4742,DB11345
4743,DB11348
4744,DB11359
4745,DB11362
4746,DB11363
4747,DB11386
4748,DB11397
4749,DB11421
4750,DB11429
4751,DB11447
4752,DB11477
4753,DB11478
4754,DB11496
4755,DB11541
4756,DB11560
4757,DB11577
4758,DB11581
4759,DB11582
4760,DB11584
4761,DB11587
4762,DB11588
4763,DB11590
4764,DB11591
4765,DB11611
4766,DB11614
4767,DB11619
4768,DB11623
4769,DB11632
4770,DB11633
4771,DB11638
4772,DB11640
4773,DB11641
4774,DB11642
4775,DB11644
4776,DB11652
4777,DB11653
4778,DB11660
4779,DB11672
4780,DB11674
4781,DB11691
4782,DB11692
4783,DB11693
4784,DB11699
4785,DB11703
4786,DB11712
4787,DB11718
4788,DB11723
4789,DB11726
4790,DB11730
4791,DB11732
4792,DB11737
4793,DB11738
4794,DB11740
4795,DB11755
4796,DB11757
4797,DB11760
4798,DB11761
4799,DB11772
4800,DB11781
4801,DB11793
4802,DB11811
4803,DB11817
4804,DB11823
4805,DB11827
4806,DB11828
4807,DB11830
4808,DB11831
4809,DB11842
4810,DB11855
4811,DB11858
4812,DB11859
4813,DB11901
4814,DB11915
4815,DB11921
4816,DB11937
4817,DB11942
4818,DB11948
4819,DB11949
4820,DB11951
4821,DB11952
4822,DB11963
4823,DB11967
4824,DB11973
4825,DB11978
4826,DB11979
4827,DB11986
4828,DB11994
4829,DB11995
4830,DB12001
4831,DB12007
4832,DB12010
4833,DB12015
4834,DB12061
4835,DB12093
4836,DB12095
4837,DB12110
4838,DB12116
4839,DB12128
4840,DB12129
4841,DB12130
4842,DB12140
4843,DB12141
4844,DB12147
4845,DB12161
4846,DB12163
4847,DB12177
4848,DB12191
4849,DB12200
4850,DB12228
4851,DB12248
4852,DB12267
4853,DB12271
4854,DB12278
4855,DB12285
4856,DB12305
4857,DB12307
4858,DB12319
4859,DB12323
4860,DB12328
4861,DB12332
4862,DB12334
4863,DB12339
4864,DB12340
4865,DB12364
4866,DB12371
4867,DB12379
4868,DB12418
4869,DB12436
4870,DB12442
4871,DB12445
4872,DB12450
4873,DB12458
4874,DB12465
4875,DB12478
4876,DB12483
4877,DB12500
4878,DB12518
4879,DB12532
4880,DB12548
4881,DB12555
4882,DB12565
4883,DB12569
4884,DB12579
4885,DB12582
4886,DB12598
4887,DB12610
4888,DB12637
4889,DB12651
4890,DB12662
4891,DB12670
4892,DB12693
4893,DB12695
4894,DB12702
4895,DB12731
4896,DB12733
4897,DB12742
4898,DB12783
4899,DB12789
4900,DB12808
4901,DB12831
4902,DB12836
4903,DB12865
4904,DB12874
4905,DB12887
4906,DB12890
4907,DB12941
4908,DB12960
4909,DB12961
4910,DB12965
4911,DB12978
4912,DB13003
4913,DB13014
4914,DB13025
4915,DB13036
4916,DB13044
4917,DB13061
4918,DB13074
4919,DB13083
4920,DB13125
4921,DB13139
4922,DB13146
4923,DB13154
4924,DB13155
4925,DB13158
4926,DB13164
4927,DB13165
4928,DB13166
4929,DB13167
4930,DB13170
4931,DB13174
4932,DB13179
4933,DB13191
4934,DB13269
4935,DB13345
4936,DB13346
4937,DB13501
4938,DB13520
4939,DB13581
4940,DB13615
4941,DB13720
4942,DB13751
4943,DB13781
4944,DB13783
4945,DB13800
4946,DB13857
4947,DB13867
4948,DB13869
4949,DB13872
4950,DB13873
4951,DB13874
4952,DB13875
4953,DB13876
4954,DB13877
4955,DB13908
4956,DB13914
4957,DB13919
4958,DB13925
4959,DB13928
4960,DB13929
4961,DB13930
4962,DB13931
4963,DB13934
4964,DB13940
4965,DB13943
4966,DB13944
4967,DB13946
4968,DB13948
4969,DB13949
4970,DB13951
4971,DB13952
4972,DB13953
4973,DB13954
4974,DB13955
4975,DB13956
4976,DB13967
4977,DB13978
4978,DB13983
4979,DB13985
4980,DB13988
4981,DB13994
4982,DB13995
4983,DB13996
4984,DB14001
4985,DB14002
4986,DB14006
4987,DB14010
4988,DB14011
4989,DB14013
4990,DB14014
4991,DB14017
4992,DB14019
4993,DB14034
4994,DB14050
4995,DB14059
4996,DB14061
4997,DB14062
4998,DB14063
4999,DB14064
5000,DB14065
5001,DB14066
5002,DB14067
5003,DB14068
5004,DB14069
5005,DB14070
5006,DB14071
5007,DB14072
5008,DB14132
5009,DB14146
5010,DB14185
5011,DB14481
5012,DB14487
5013,DB14488
5014,DB14489
5015,DB14490
5016,DB14491
5017,DB14498
5018,DB14499
5019,DB14500
5020,DB14501
5021,DB14507
5022,DB14508
5023,DB14509
5024,DB14512
5025,DB14514
5026,DB14517
5027,DB14518
5028,DB14520
5029,DB14526
5030,DB14527
5031,DB14528
5032,DB14529
5033,DB14530
5034,DB14533
5035,DB14538
5036,DB14539
5037,DB14540
5038,DB14541
5039,DB14542
5040,DB14543
5041,DB14544
5042,DB14568
5043,DB14575
5044,DB14581
5045,DB14583
5046,DB14596
5047,DB14635
5048,DB14639
5049,DB14641
5050,DB14642
5051,DB14723
5052,DB14754
5053,DB14783
5054,DB14975
5055,DB15035
5056,DB15091
5057,DB15250
5058,DB15328
5059,DB15444
5060,DB15488
5061,DB15489
5062,DB15493
5063,DB15494
5064,DB15495
5065,DB15496
5066,DB15498
5067,DB15565
5068,DB15566
5069,DB15569
